time_sec,distance_mm,range_status,signal_mcps,ambient_mcps,valid,distance_cm,,
80.748,277,0,18,0,0,6.7,,
80.818,281,0,17,0,0,7.1,,
80.889,290,0,17,0,0,8,,
80.957,291,0,16,0,0,8.1,,
81.027,297,0,16,0,0,8.7,,
81.097,301,0,15,0,0,9.1,,
81.166,312,0,14,0,0,10.2,,
81.236,316,0,14,0,0,10.6,,
81.305,322,0,14,0,0,11.2,,
81.376,329,0,13,0,0,11.9,,
81.447,338,0,17,0,0,12.8,,
81.515,347,0,17,0,0,13.7,,
81.585,350,0,18,0,0,14,,
81.654,355,0,17,0,0,14.5,,
81.724,359,0,18,0,0,14.9,,
81.794,365,0,18,0,0,15.5,,
81.863,373,0,18,0,0,16.3,,
81.933,378,0,17,0,0,16.8,,
82.002,379,0,17,0,0,16.9,,
82.072,392,0,16,0,0,18.2,,
82.142,394,0,16,0,0,18.4,,
82.211,401,0,16,0,0,19.1,,
82.281,408,0,15,0,0,19.8,,
82.351,424,0,14,0,0,21.4,,
82.42,434,0,13,0,0,22.4,,
82.49,446,0,13,0,0,23.6,,
82.559,459,0,12,0,0,24.9,,
82.629,480,0,11,0,0,27,,
82.699,487,0,10,0,0,27.7,,
82.768,494,0,17,0,0,28.4,,
82.838,505,0,18,0,0,29.5,,
82.908,528,0,16,0,0,31.8,,
82.977,534,0,16,0,0,32.4,,
83.047,545,0,18,0,0,33.5,,
83.117,554,0,17,0,0,34.4,,
83.187,570,0,17,0,0,36,,
83.256,582,0,17,0,0,37.2,,
83.326,592,0,17,0,0,38.2,,
83.395,595,0,16,0,0,38.5,,
83.465,600,0,18,0,0,39,,
83.535,606,0,18,0,0,39.6,,
83.605,604,0,18,0,0,39.4,,
83.674,605,0,18,0,0,39.5,,
83.744,605,0,19,0,0,39.5,,
83.814,602,0,19,0,0,39.2,,
83.883,602,0,18,0,0,39.2,,
83.953,600,0,19,0,0,39,,
84.023,592,0,19,0,0,38.2,,
84.092,594,0,19,0,0,38.4,,
84.162,592,0,19,0,0,38.2,,
84.231,593,0,18,0,0,38.3,,
84.301,588,0,18,0,0,37.8,,
84.371,586,0,20,0,0,37.6,,
84.44,582,0,19,0,0,37.2,,
84.51,581,0,19,0,0,37.1,,
84.58,573,0,20,0,0,36.3,,
84.649,571,0,17,0,0,36.1,,
84.719,571,0,18,0,0,36.1,,
84.789,567,0,18,0,0,35.7,,
84.858,562,0,18,0,0,35.2,,
84.928,557,0,18,0,0,34.7,,
84.998,551,0,19,0,0,34.1,,
85.067,544,0,19,0,0,33.4,,
85.138,542,0,19,0,0,33.2,,
85.206,532,0,19,0,0,32.2,,
85.276,526,0,20,0,0,31.6,,
85.346,520,0,20,0,0,31,,
85.416,516,0,18,0,0,30.6,,
85.485,504,0,18,0,0,29.4,,
85.555,496,0,19,0,0,28.6,,
85.625,488,0,20,0,0,27.8,,
85.695,477,0,20,0,0,26.7,,
85.764,459,0,21,0,0,24.9,,
85.834,446,0,22,0,0,23.6,,
85.903,444,0,14,0,0,23.4,,
85.973,429,0,14,0,0,21.9,,
86.043,405,0,16,0,0,19.5,,
86.112,392,0,16,0,0,18.2,,
86.182,380,0,17,0,0,17,,
86.252,369,0,18,0,0,15.9,,
86.321,348,0,21,0,0,13.8,,
86.391,335,0,22,0,0,12.5,,
86.462,326,0,21,0,0,11.6,,
86.53,318,0,21,0,0,10.8,,
86.6,302,0,16,0,0,9.2,,
86.67,294,0,17,0,0,8.4,,
86.739,287,0,17,0,0,7.7,,
86.809,280,0,18,0,0,7,,
86.878,269,0,19,0,0,5.9,,
86.948,262,0,20,0,0,5.2,,
87.018,258,0,19,0,0,4.8,,
87.088,253,0,20,0,0,4.3,,
87.157,247,0,19,0,0,3.7,,
87.227,245,0,19,0,0,3.5,,
87.296,244,0,20,0,0,3.4,,
87.366,242,0,19,0,0,3.2,,
87.436,241,0,19,0,0,3.1,,
87.506,242,0,19,0,0,3.2,,
87.575,240,0,19,0,0,3,,
87.645,244,0,18,0,0,3.4,,
87.714,241,0,18,0,0,3.1,,
87.784,242,0,18,0,0,3.2,,
87.854,244,0,18,0,0,3.4,,
87.924,245,0,18,0,0,3.5,,
87.993,241,0,18,0,0,3.1,,
88.063,242,0,18,0,0,3.2,,
88.135,241,0,18,0,0,3.1,,
88.202,244,0,18,0,0,3.4,,
88.272,242,0,18,0,0,3.2,,
88.341,242,0,17,0,0,3.2,,
88.411,244,0,18,0,0,3.4,,
88.481,243,0,19,0,0,3.3,,
88.55,243,0,18,0,0,3.3,,
88.62,245,0,20,0,0,3.5,,
88.689,243,0,19,0,0,3.3,,
88.76,245,0,17,0,0,3.5,,
88.829,246,0,19,0,0,3.6,,
88.899,245,0,20,0,0,3.5,,
88.968,247,0,19,0,0,3.7,,
89.038,245,0,19,0,0,3.5,,
89.107,247,0,19,0,0,3.7,,
89.177,246,0,19,0,0,3.6,,
89.247,247,0,19,0,0,3.7,,
89.317,249,0,18,0,0,3.9,,
89.387,251,0,19,0,0,4.1,,
89.456,249,0,18,0,0,3.9,,
89.526,255,0,18,0,0,4.5,,
89.596,258,0,17,0,0,4.8,,
89.665,264,0,17,0,0,5.4,,
89.735,276,0,17,0,0,6.6,,
89.804,286,0,16,0,0,7.6,,
89.874,290,0,16,0,0,8,,
89.944,299,0,15,0,0,8.9,,
90.013,317,0,14,0,0,10.7,,
90.083,328,0,13,0,0,11.8,,
90.153,335,0,17,0,0,12.5,,
90.222,348,0,16,0,0,13.8,,
90.292,367,0,17,0,0,15.7,,
90.361,380,0,16,0,0,17,,
90.431,395,0,16,0,0,18.5,,
90.501,404,0,15,0,0,19.4,,
90.57,428,0,14,0,0,21.8,,
90.64,441,0,13,0,0,23.1,,
90.71,455,0,12,0,0,24.5,,
90.779,465,0,12,0,0,25.5,,
90.849,486,0,11,0,0,27.6,,
90.919,492,0,17,0,0,28.2,,
90.989,504,0,17,0,0,29.4,,
91.058,510,0,17,0,0,30,,
91.128,528,0,16,0,0,31.8,,
91.198,535,0,18,0,0,32.5,,
91.268,546,0,18,0,0,33.6,,
91.337,551,0,18,0,0,34.1,,
91.407,571,0,17,0,0,36.1,,
91.476,579,0,17,0,0,36.9,,
91.546,586,0,17,0,0,37.6,,
91.616,593,0,16,0,0,38.3,,
91.685,594,0,18,0,0,38.4,,
91.755,598,0,18,0,0,38.8,,
91.825,604,0,19,0,0,39.4,,
91.894,602,0,18,0,0,39.2,,
91.964,606,0,18,0,0,39.6,,
92.042,604,0,18,0,0,39.4,,
92.103,603,0,18,0,0,39.3,,
92.173,601,0,19,0,0,39.1,,
92.242,601,0,18,0,0,39.1,,
92.312,598,0,19,0,0,38.8,,
92.382,592,0,19,0,0,38.2,,
92.451,587,0,19,0,0,37.7,,
92.521,585,0,19,0,0,37.5,,
92.59,574,0,19,0,0,36.4,,
92.661,565,0,19,0,0,35.5,,
92.73,557,0,18,0,0,34.7,,
92.8,549,0,19,0,0,33.9,,
92.869,534,0,20,0,0,32.4,,
92.939,523,0,20,0,0,31.3,,
93.008,513,0,20,0,0,30.3,,
93.079,504,0,20,0,0,29.4,,
93.148,486,0,19,0,0,27.6,,
93.218,479,0,20,0,0,26.9,,
93.287,469,0,20,0,0,25.9,,
93.357,462,0,20,0,0,25.2,,
93.427,447,0,13,0,0,23.7,,
93.497,437,0,14,0,0,22.7,,
93.566,427,0,14,0,0,21.7,,
93.636,416,0,15,0,0,20.6,,
93.705,397,0,16,0,0,18.7,,
93.775,384,0,17,0,0,17.4,,
93.845,375,0,18,0,0,16.5,,
93.914,364,0,18,0,0,15.4,,
93.984,350,0,20,0,0,14,,
94.054,341,0,21,0,0,13.1,,
94.123,335,0,20,0,0,12.5,,
94.193,326,0,21,0,0,11.6,,
94.262,313,0,20,0,0,10.3,,
94.332,309,0,15,0,0,9.9,,
94.402,299,0,16,0,0,8.9,,
94.471,293,0,17,0,0,8.3,,
94.541,281,0,18,0,0,7.1,,
94.611,275,0,19,0,0,6.5,,
94.68,265,0,19,0,0,5.5,,
94.753,260,0,20,0,0,5,,
94.82,254,0,20,0,0,4.4,,
94.89,249,0,19,0,0,3.9,,
94.959,247,0,19,0,0,3.7,,
95.029,245,0,20,0,0,3.5,,
95.099,237,0,20,0,0,2.7,,
95.168,234,0,19,0,0,2.4,,
95.238,230,0,19,0,0,2,,
95.308,230,0,19,0,0,2,,
95.377,225,0,20,0,0,1.5,,
95.447,223,0,19,0,0,1.3,,
95.517,225,0,19,0,0,1.5,,
95.586,220,0,18,0,0,1,,
95.656,222,0,19,0,0,1.2,,
95.726,222,0,19,0,0,1.2,,
95.795,220,0,19,0,0,1,,
95.865,222,0,19,0,0,1.2,,
95.934,224,0,19,0,0,1.4,,
96.004,226,0,18,0,0,1.6,,
96.074,229,0,18,0,0,1.9,,
96.143,231,0,17,0,0,2.1,,
96.213,234,0,17,0,0,2.4,,
96.283,236,0,18,0,0,2.6,,
96.352,241,0,18,0,0,3.1,,
96.422,244,0,18,0,0,3.4,,
96.492,245,0,17,0,0,3.5,,
96.561,256,0,18,0,0,4.6,,
96.631,265,0,17,0,0,5.5,,
96.701,268,0,17,0,0,5.8,,
96.77,278,0,16,0,0,6.8,,
96.84,299,0,16,0,0,8.9,,
96.909,304,0,15,0,0,9.4,,
96.98,313,0,14,0,0,10.3,,
97.049,323,0,14,0,0,11.3,,
97.119,343,0,16,0,0,13.3,,
97.188,359,0,16,0,0,14.9,,
97.258,372,0,17,0,0,16.2,,
97.328,383,0,17,0,0,17.3,,
97.398,410,0,15,0,0,20,,
97.467,429,0,14,0,0,21.9,,
97.537,442,0,13,0,0,23.2,,
97.608,461,0,12,0,0,25.1,,
97.676,492,0,11,0,0,28.2,,
97.746,499,0,18,0,0,28.9,,
97.815,509,0,17,0,0,29.9,,
97.885,520,0,17,0,0,31,,
97.955,542,0,15,0,0,33.2,,
98.024,552,0,18,0,0,34.2,,
98.094,566,0,18,0,0,35.6,,
98.163,574,0,17,0,0,36.4,,
98.233,582,0,17,0,0,37.2,,
98.303,593,0,16,0,0,38.3,,
98.372,602,0,16,0,0,39.2,,
98.442,606,0,18,0,0,39.6,,
98.512,606,0,18,0,0,39.6,,
98.581,608,0,18,0,0,39.8,,
98.651,607,0,18,0,0,39.7,,
98.721,610,0,18,0,0,40,,
98.791,607,0,19,0,0,39.7,,
98.86,606,0,18,0,0,39.6,,
98.93,607,0,18,0,0,39.7,,
98.999,601,0,19,0,0,39.1,,
99.07,601,0,19,0,0,39.1,,
99.139,596,0,18,0,0,38.6,,
99.209,595,0,19,0,0,38.5,,
99.278,589,0,19,0,0,37.9,,
99.348,589,0,19,0,0,37.9,,
99.418,580,0,19,0,0,37,,
99.487,575,0,19,0,0,36.5,,
99.557,574,0,19,0,0,36.4,,
99.627,571,0,18,0,0,36.1,,
99.696,559,0,19,0,0,34.9,,
99.766,552,0,19,0,0,34.2,,
99.835,545,0,19,0,0,33.5,,
99.905,537,0,19,0,0,32.7,,
99.975,526,0,19,0,0,31.6,,
100.044,520,0,20,0,0,31,,
100.114,516,0,17,0,0,30.6,,
100.184,506,0,18,0,0,29.6,,
100.253,490,0,19,0,0,28,,
100.323,483,0,20,0,0,27.3,,
100.393,477,0,20,0,0,26.7,,
100.462,470,0,19,0,0,26,,
100.532,460,0,20,0,0,25,,
100.602,454,0,20,0,0,24.4,,
100.671,450,0,13,0,0,24,,
100.742,445,0,13,0,0,23.5,,
100.81,429,0,14,0,0,21.9,,
100.881,423,0,14,0,0,21.3,,
100.95,417,0,15,0,0,20.7,,
101.02,408,0,15,0,0,19.8,,
101.089,397,0,16,0,0,18.7,,
101.159,389,0,17,0,0,17.9,,
101.228,390,0,17,0,0,18,,
101.299,378,0,17,0,0,16.8,,
101.368,374,0,17,0,0,16.4,,
101.438,361,0,19,0,0,15.1,,
101.507,355,0,20,0,0,14.5,,
101.577,348,0,20,0,0,13.8,,
101.647,343,0,20,0,0,13.3,,
101.716,333,0,20,0,0,12.3,,
101.786,326,0,21,0,0,11.6,,
101.856,322,0,20,0,0,11.2,,
101.925,320,0,20,0,0,11,,
101.995,308,0,21,0,0,9.8,,
102.064,305,0,21,0,0,9.5,,
102.134,300,0,15,0,0,9,,
102.204,299,0,16,0,0,8.9,,
102.273,289,0,17,0,0,7.9,,
102.343,287,0,17,0,0,7.7,,
102.413,282,0,18,0,0,7.2,,
102.482,280,0,18,0,0,7,,
102.552,277,0,18,0,0,6.7,,
102.622,278,0,18,0,0,6.8,,
102.692,275,0,19,0,0,6.5,,
102.761,278,0,18,0,0,6.8,,
102.831,275,0,19,0,0,6.5,,
102.9,271,0,18,0,0,6.1,,
102.97,272,0,19,0,0,6.2,,
103.04,270,0,19,0,0,6,,
103.11,276,0,18,0,0,6.6,,
103.181,275,0,18,0,0,6.5,,
103.249,273,0,18,0,0,6.3,,
103.318,276,0,18,0,0,6.6,,
103.388,278,0,18,0,0,6.8,,
103.458,283,0,17,0,0,7.3,,
103.528,289,0,17,0,0,7.9,,
103.597,290,0,16,0,0,8,,
103.667,300,0,15,0,0,9,,
103.736,308,0,15,0,0,9.8,,
103.806,315,0,14,0,0,10.5,,
103.876,325,0,14,0,0,11.5,,
103.945,340,0,17,0,0,13,,
104.015,348,0,18,0,0,13.8,,
104.085,359,0,17,0,0,14.9,,
104.154,371,0,17,0,0,16.1,,
104.224,396,0,16,0,0,18.6,,
104.293,410,0,15,0,0,20,,
104.364,419,0,14,0,0,20.9,,
104.433,436,0,13,0,0,22.6,,
104.503,458,0,12,0,0,24.8,,
104.572,470,0,11,0,0,26,,
104.642,479,0,11,0,0,26.9,,
104.711,485,0,18,0,0,27.5,,
104.781,497,0,17,0,0,28.7,,
104.853,517,0,17,0,0,30.7,,
104.921,527,0,16,0,0,31.7,,
104.99,537,0,16,0,0,32.7,,
105.06,547,0,17,0,0,33.7,,
105.13,562,0,18,0,0,35.2,,
105.199,570,0,17,0,0,36,,
105.269,572,0,18,0,0,36.2,,
105.339,576,0,17,0,0,36.6,,
105.408,589,0,17,0,0,37.9,,
105.478,593,0,17,0,0,38.3,,
105.548,594,0,18,0,0,38.4,,
105.617,600,0,18,0,0,39,,
105.687,599,0,19,0,0,38.9,,
105.757,601,0,19,0,0,39.1,,
105.826,600,0,18,0,0,39,,
105.896,600,0,18,0,0,39,,
105.965,600,0,19,0,0,39,,
106.035,596,0,19,0,0,38.6,,
106.105,593,0,18,0,0,38.3,,
106.174,592,0,19,0,0,38.2,,
106.244,584,0,19,0,0,37.4,,
106.314,582,0,19,0,0,37.2,,
106.383,580,0,19,0,0,37,,
106.453,575,0,18,0,0,36.5,,
106.522,562,0,19,0,0,35.2,,
106.593,559,0,18,0,0,34.9,,
106.662,556,0,19,0,0,34.6,,
106.732,547,0,19,0,0,33.7,,
106.802,537,0,20,0,0,32.7,,
106.871,529,0,20,0,0,31.9,,
106.94,519,0,20,0,0,30.9,,
107.011,516,0,19,0,0,30.6,,
107.08,505,0,18,0,0,29.5,,
107.15,498,0,18,0,0,28.8,,
107.22,493,0,19,0,0,28.3,,
107.289,485,0,20,0,0,27.5,,
107.359,469,0,20,0,0,25.9,,
107.429,464,0,19,0,0,25.4,,
107.498,458,0,19,0,0,24.8,,
107.568,455,0,20,0,0,24.5,,
107.637,443,0,13,0,0,23.3,,
107.707,439,0,13,0,0,22.9,,
107.777,430,0,14,0,0,22,,
107.846,420,0,14,0,0,21,,
107.916,416,0,15,0,0,20.6,,
107.986,396,0,16,0,0,18.6,,
108.055,391,0,16,0,0,18.1,,
108.125,382,0,17,0,0,17.2,,
108.194,368,0,18,0,0,15.8,,
108.267,348,0,20,0,0,13.8,,
108.334,342,0,21,0,0,13.2,,
108.404,329,0,21,0,0,11.9,,
108.473,319,0,22,0,0,10.9,,
108.543,303,0,16,0,0,9.3,,
108.612,297,0,17,0,0,8.7,,
108.682,285,0,17,0,0,7.5,,
108.753,280,0,18,0,0,7,,
108.821,267,0,20,0,0,5.7,,
108.891,260,0,20,0,0,5,,
108.961,257,0,20,0,0,4.7,,
109.03,249,0,20,0,0,3.9,,
109.1,245,0,19,0,0,3.5,,
109.17,239,0,20,0,0,2.9,,
109.24,239,0,20,0,0,2.9,,
109.309,236,0,19,0,0,2.6,,
109.379,228,0,19,0,0,1.8,,
109.449,226,0,20,0,0,1.6,,
109.518,226,0,20,0,0,1.6,,
109.588,228,0,18,0,0,1.8,,
109.658,229,0,18,0,0,1.9,,
109.727,231,0,18,0,0,2.1,,
109.797,231,0,17,0,0,2.1,,
109.866,232,0,17,0,0,2.2,,
109.936,234,0,19,0,0,2.4,,
110.006,233,0,18,0,0,2.3,,
110.076,240,0,18,0,0,3,,
110.145,239,0,18,0,0,2.9,,
110.215,242,0,18,0,0,3.2,,
110.284,242,0,17,0,0,3.2,,
110.354,247,0,19,0,0,3.7,,
110.424,252,0,18,0,0,4.2,,
110.493,261,0,17,0,0,5.1,,
110.563,268,0,18,0,0,5.8,,
110.633,274,0,17,0,0,6.4,,
110.702,281,0,16,0,0,7.1,,
110.772,299,0,16,0,0,8.9,,
110.842,303,0,15,0,0,9.3,,
110.912,315,0,14,0,0,10.5,,
110.981,325,0,13,0,0,11.5,,
111.051,343,0,17,0,0,13.3,,
111.12,359,0,11,0,0,14.9,,
111.19,374,0,10,0,0,16.4,,
111.26,382,0,16,0,0,17.2,,
111.33,392,0,16,0,0,18.2,,
111.399,424,0,14,0,0,21.4,,
111.469,434,0,13,0,0,22.4,,
111.54,446,0,13,0,0,23.6,,
111.608,462,0,12,0,0,25.2,,
111.678,482,0,11,0,0,27.2,,
111.747,494,0,11,0,0,28.4,,
111.817,502,0,17,0,0,29.2,,
111.887,506,0,17,0,0,29.6,,
111.956,530,0,16,0,0,32,,
112.026,536,0,16,0,0,32.6,,
112.095,543,0,18,0,0,33.3,,
112.166,551,0,18,0,0,34.1,,
112.235,566,0,18,0,0,35.6,,
112.305,572,0,18,0,0,36.2,,
112.374,574,0,18,0,0,36.4,,
112.444,574,0,18,0,0,36.4,,
112.513,576,0,17,0,0,36.6,,
112.583,572,0,17,0,0,36.2,,
112.653,572,0,18,0,0,36.2,,
112.723,567,0,18,0,0,35.7,,
112.792,561,0,18,0,0,35.1,,
112.862,559,0,18,0,0,34.9,,
112.931,554,0,19,0,0,34.4,,
113.001,546,0,19,0,0,33.6,,
113.071,532,0,20,0,0,32.2,,
113.141,525,0,21,0,0,31.5,,
113.21,515,0,19,0,0,30.5,,
113.28,507,0,20,0,0,29.7,,
113.35,488,0,20,0,0,27.8,,
113.419,475,0,21,0,0,26.5,,
113.489,465,0,20,0,0,25.5,,
113.559,452,0,21,0,0,24.2,,
113.628,432,0,14,0,0,22.2,,
113.698,416,0,15,0,0,20.6,,
113.767,403,0,16,0,0,19.3,,
113.837,388,0,17,0,0,17.8,,
113.907,356,0,20,0,0,14.6,,
113.976,343,0,20,0,0,13.3,,
114.046,332,0,21,0,0,12.2,,
114.116,322,0,21,0,0,11.2,,
114.185,301,0,22,0,0,9.1,,
114.255,292,0,17,0,0,8.2,,
114.326,281,0,17,0,0,7.1,,
114.394,274,0,19,0,0,6.4,,
114.464,268,0,19,0,0,5.8,,
114.534,254,0,20,0,0,4.4,,
114.603,251,0,20,0,0,4.1,,
114.673,245,0,19,0,0,3.5,,
114.742,241,0,20,0,0,3.1,,
114.813,232,0,19,0,0,2.2,,
114.882,232,0,19,0,0,2.2,,
114.954,229,0,20,0,0,1.9,,
115.021,228,0,20,0,0,1.8,,
115.091,225,0,18,0,0,1.5,,
115.161,224,0,19,0,0,1.4,,
115.231,222,0,19,0,0,1.2,,
115.3,220,0,19,0,0,1,,
115.37,220,0,19,0,0,1,,
115.439,219,0,19,0,0,0.9,,
115.509,219,0,19,0,0,0.9,,
115.579,217,0,19,0,0,0.7,,
115.648,221,0,19,0,0,1.1,,
115.718,222,0,19,0,0,1.2,,
115.788,222,0,18,0,0,1.2,,
115.857,222,0,18,0,0,1.2,,
115.927,227,0,18,0,0,1.7,,
115.996,227,0,18,0,0,1.7,,
116.066,232,0,17,0,0,2.2,,
116.118,234,0,17,0,0,2.4,,
116.182,235,0,18,0,0,2.5,,
116.252,238,0,18,0,0,2.8,,
116.322,240,0,18,0,0,3,,
116.391,243,0,18,0,0,3.3,,
116.461,245,0,17,0,0,3.5,,
116.531,248,0,18,0,0,3.8,,
116.6,259,0,17,0,0,4.9,,
116.67,267,0,16,0,0,5.7,,
116.739,273,0,17,0,0,6.3,,
116.809,281,0,16,0,0,7.1,,
116.879,304,0,15,0,0,9.4,,
116.948,315,0,14,0,0,10.5,,
117.018,328,0,13,0,0,11.8,,
117.088,347,0,12,0,0,13.7,,
117.157,373,0,16,0,0,16.3,,
117.227,390,0,15,0,0,18,,
117.298,407,0,15,0,0,19.7,,
117.366,422,0,14,0,0,21.2,,
117.436,452,0,12,0,0,24.2,,
117.506,465,0,12,0,0,25.5,,
117.575,479,0,11,0,0,26.9,,
117.645,494,0,10,0,0,28.4,,
117.714,514,0,17,0,0,30.4,,
117.785,525,0,16,0,0,31.5,,
117.854,539,0,16,0,0,32.9,,
117.924,547,0,17,0,0,33.7,,
117.993,570,0,18,0,0,36,,
118.063,576,0,17,0,0,36.6,,
118.133,586,0,17,0,0,37.6,,
118.203,590,0,18,0,0,38,,
118.272,597,0,18,0,0,38.7,,
118.342,596,0,19,0,0,38.6,,
118.413,592,0,18,0,0,38.2,,
118.481,595,0,19,0,0,38.5,,
118.551,594,0,19,0,0,38.4,,
118.62,591,0,19,0,0,38.1,,
118.69,585,0,19,0,0,37.5,,
118.76,584,0,19,0,0,37.4,,
118.829,579,0,19,0,0,36.9,,
118.899,575,0,19,0,0,36.5,,
118.968,571,0,19,0,0,36.1,,
119.038,567,0,18,0,0,35.7,,
119.108,561,0,18,0,0,35.1,,
119.177,554,0,19,0,0,34.4,,
119.247,548,0,19,0,0,33.8,,
119.317,544,0,19,0,0,33.4,,
119.386,540,0,19,0,0,33,, 
119.456,526,0,20,0,0,31.6,,
119.539,521,0,20,0,0,31.1,,
119.595,515,0,20,0,0,30.5,,
119.665,507,0,18,0,0,29.7,,
119.735,485,0,19,0,0,27.5,,
119.804,475,0,20,0,0,26.5,,
119.93,458,0,20,0,0,24.8,,
119.99,444,0,21,0,0,23.4,,
120.06,439,0,13,0,0,22.9,,
